source_model,target_model,source_training,target_training,attack,epsilon,seed,evaluated_samples,jointly_clean_correct_samples,robust_accuracy,attack_success_rate,conditional_transfer_success_rate,runtime_seconds,device
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.15,123,10000,9723,0.9037,0.09630000000000005,0.07394836984469814,2.0998330999864265,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.15,123,10000,9774,0.962,0.038000000000000034,0.026601186822181298,12.856855799924233,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,123,10000,9793,0.9124,0.08760000000000001,0.06831410190952722,2.195857299884665,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,123,10000,9768,0.975,0.025000000000000022,0.011773136773136773,13.046856599918101,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.15,123,10000,9804,0.9593,0.04069999999999996,0.02376580987352101,11.97831140004564,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.15,123,10000,9891,0.9721,0.027900000000000036,0.02062481043372763,22.82263360003708,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,123,10000,9768,0.9629,0.03710000000000002,0.016277641277641277,12.028290500078583,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,123,10000,9916,0.9708,0.029200000000000004,0.02117789431222267,23.17871780008136,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.2,123,10000,9842,0.0742,0.9258,0.9246088193456614,2.196605200020713,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.2,123,10000,9823,0.8826,0.11739999999999995,0.10516135600122162,12.79301050005597,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.2,123,10000,9723,0.916,0.08399999999999996,0.06006376632726525,2.2513500000350177,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.2,123,10000,9804,0.8397,0.1603,0.14657282741738067,12.995504300008179,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.2,123,10000,9823,0.8182,0.18179999999999996,0.16766771861956634,12.847216500085779,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.2,123,10000,9936,0.4963,0.5037,0.5005032206119162,23.934593500031042,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.2,123,10000,9774,0.9496,0.0504,0.029465930018416207,12.869915400005993,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.2,123,10000,9891,0.9295,0.07050000000000001,0.060661207158022444,24.090874400004395,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.2,123,10000,9723,0.8179,0.18210000000000004,0.16116424971716548,2.2384054999274667,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.2,123,10000,9774,0.9177,0.08230000000000004,0.0689584612236546,13.603092399891466,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,123,10000,9793,0.8733,0.12670000000000003,0.10824058000612682,2.318587000001571,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,123,10000,9768,0.9541,0.04590000000000005,0.03101965601965602,13.60898909997195,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.2,123,10000,9804,0.9364,0.06359999999999999,0.04681762545899633,13.156703800050309,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.2,123,10000,9891,0.9385,0.0615,0.05398847437063998,24.94620030000806,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,123,10000,9768,0.9554,0.04459999999999997,0.02364864864864865,13.147542699967744,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,123,10000,9916,0.9644,0.035599999999999965,0.027833803953206938,24.890424500015797,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.25,123,10000,9842,0.0219,0.9781,0.9777484251168461,2.360851699952036,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.25,123,10000,9823,0.7089,0.2911,0.28036241474091417,14.109400999965146,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.25,123,10000,9723,0.8512,0.14880000000000004,0.1259899208063355,2.4155972999578808,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.25,123,10000,9804,0.4129,0.5871,0.5802733578131375,14.286731299958774,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.25,123,10000,9823,0.693,0.30700000000000005,0.2947164817265601,13.723023700033082,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.25,123,10000,9936,0.33,0.6699999999999999,0.6678743961352657,25.699304700116045,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.25,123,10000,9774,0.9308,0.06920000000000004,0.04829138530795989,13.743532700143987,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.25,123,10000,9891,0.6689,0.33109999999999995,0.32393084622383983,25.850462200090988,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.25,123,10000,9723,0.6822,0.31779999999999997,0.29970173814666257,2.551056299926131,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.25,123,10000,9774,0.7808,0.21919999999999995,0.20789850624104766,14.599421699982486,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,123,10000,9793,0.8209,0.17910000000000004,0.16174818748085368,2.568012499861652,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,123,10000,9768,0.8114,0.1886,0.17577805077805078,14.745033799947123,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.25,123,10000,9804,0.9004,0.09960000000000002,0.0828233374133007,13.453838800065569,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.25,123,10000,9891,0.8341,0.16590000000000005,0.15873015873015872,25.28573180004605,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,123,10000,9768,0.9461,0.05389999999999995,0.032862407862407864,13.47447050010669,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,123,10000,9916,0.9461,0.05389999999999995,0.04628882613957241,25.45219110006292,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.3,123,10000,9842,0.005,0.995,0.994919731761837,2.581109500009916,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.3,123,10000,9823,0.4433,0.5567,0.5501374325562456,14.709140399994794,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.3,123,10000,9723,0.6142,0.38580000000000003,0.36881620898899514,2.6149519000027794,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.3,123,10000,9804,0.1854,0.8146,0.8119135046919624,14.808676599976025,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.3,123,10000,9823,0.5587,0.4413,0.43133462282398455,13.46717930000159,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.3,123,10000,9936,0.2526,0.7474000000000001,0.7457729468599034,25.562424200004898,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.3,123,10000,9774,0.8866,0.11339999999999995,0.09371802741968488,13.521685300001991,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.3,123,10000,9891,0.4151,0.5849,0.5806288545142049,25.701823700015666,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.3,123,10000,9723,0.5091,0.4909,0.47721896533991565,2.4893994001322426,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.3,123,10000,9774,0.4867,0.5133,0.5068549212195621,14.335475100087933,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,123,10000,9793,0.7265,0.27349999999999997,0.2581435719391402,2.5224295000953134,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,123,10000,9768,0.5167,0.48329999999999995,0.47645372645372647,14.295666000092751,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.3,123,10000,9804,0.84,0.16000000000000003,0.14443084455324356,13.439236500009429,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.3,123,10000,9891,0.5399,0.46009999999999995,0.45556566575674856,25.33102020001388,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,123,10000,9768,0.9317,0.06830000000000003,0.0472972972972973,13.475711700011743,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,123,10000,9916,0.8909,0.10909999999999997,0.10195643404598628,25.453968200003146,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.0,2026,10000,9838,0.9838,0.016199999999999992,0.0,0.773533200044767,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.0,2026,10000,9799,0.9916,0.008399999999999963,0.0,12.493875099986326,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.0,2026,10000,9667,0.9737,0.02629999999999999,0.0,0.9029820000141626,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.0,2026,10000,9803,0.9922,0.007800000000000029,0.0,12.451572499994654,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.0,2026,10000,9799,0.9838,0.016199999999999992,0.0,1.0777883999835467,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.0,2026,10000,9916,0.9916,0.008399999999999963,0.0,12.434729999979027,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.0,2026,10000,9706,0.9737,0.02629999999999999,0.0,1.0035898999340134,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.0,2026,10000,9873,0.9922,0.007800000000000029,0.0,12.49086449999595,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.0,2026,10000,9667,0.9838,0.016199999999999992,0.0,0.7656485000334214,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.0,2026,10000,9706,0.9916,0.008399999999999963,0.0,12.715292800043244,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.0,2026,10000,9737,0.9737,0.02629999999999999,0.0,0.9645924000506056,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.0,2026,10000,9707,0.9922,0.007800000000000029,0.0,12.644831200013869,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.0,2026,10000,9803,0.9838,0.016199999999999992,0.0,1.0755833000293933,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.0,2026,10000,9873,0.9916,0.008399999999999963,0.0,12.606677500065416,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.0,2026,10000,9707,0.9737,0.02629999999999999,0.0,1.0030054000526434,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.0,2026,10000,9922,0.9922,0.007800000000000029,0.0,12.554355700063752,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.05,2026,10000,9838,0.8775,0.12250000000000005,0.10805041675137222,2.3700323999364628,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.05,2026,10000,9799,0.9874,0.012599999999999945,0.003265639350954179,13.913476199915749,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.05,2026,10000,9667,0.9603,0.03969999999999996,0.011275473259542774,2.42785749999166,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.05,2026,10000,9803,0.9896,0.010399999999999965,0.001122105477914924,13.974557199981064,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.05,2026,10000,9799,0.9753,0.024700000000000055,0.007959995917950812,13.756846800009953,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.05,2026,10000,9916,0.9632,0.036800000000000055,0.02864058087938685,25.3814005000022,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.05,2026,10000,9706,0.9705,0.02949999999999997,0.005460539872243973,13.812207299968577,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.05,2026,10000,9873,0.99,0.010000000000000009,0.0019244403929909856,25.76374340004986,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.05,2026,10000,9667,0.9674,0.03259999999999996,0.013137478017999379,2.634347099956358,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.05,2026,10000,9706,0.9889,0.011099999999999999,0.0020605810838656502,14.841597100050421,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.05,2026,10000,9737,0.9545,0.045499999999999985,0.019924001232412447,2.7575494999910006,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.05,2026,10000,9707,0.9905,0.009499999999999953,0.000721129082105697,14.81083920004312,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.05,2026,10000,9803,0.9803,0.01970000000000005,0.0038763643782515557,14.144947599954321,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.05,2026,10000,9873,0.9892,0.010800000000000032,0.0019244403929909856,26.136027699918486,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.05,2026,10000,9707,0.9714,0.02859999999999996,0.004635829813536623,14.2104440999683,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.05,2026,10000,9922,0.9866,0.013399999999999967,0.006450312437008668,26.48535409993201,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.1,2026,10000,9838,0.6124,0.38759999999999994,0.3775157552348038,2.3906380999978865,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.1,2026,10000,9799,0.977,0.02300000000000002,0.011429737728339627,14.499091500008944,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.1,2026,10000,9667,0.926,0.07399999999999995,0.04727423192303714,2.482168600006844,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.1,2026,10000,9803,0.9849,0.015100000000000002,0.004488421911659696,14.419249100072193,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.1,2026,10000,9799,0.9581,0.04190000000000005,0.02459434636187366,13.530002200001036,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.1,2026,10000,9916,0.8789,0.12109999999999999,0.11365469947559499,25.170575999945868,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.1,2026,10000,9706,0.9627,0.0373,0.01689676488769833,13.569069099947228,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.1,2026,10000,9873,0.9853,0.014700000000000046,0.005975893851919376,25.29164620001393,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.1,2026,10000,9667,0.935,0.06499999999999995,0.041895107065273614,2.6494044999417383,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.1,2026,10000,9706,0.9791,0.02090000000000003,0.009478672985781991,14.889623999973992,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.1,2026,10000,9737,0.921,0.07899999999999996,0.05720447776522543,2.79676699997799,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.1,2026,10000,9707,0.9869,0.0131,0.003193571649325229,14.944560699892463,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.1,2026,10000,9803,0.9741,0.025900000000000034,0.00969091094562889,13.651399500027765,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.1,2026,10000,9873,0.9836,0.01639999999999997,0.006482325534285425,25.32507520003128,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.1,2026,10000,9707,0.9663,0.03369999999999995,0.013598434119707428,13.718267000018386,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.1,2026,10000,9922,0.99,0.010000000000000009,0.00473694819592824,25.646614600060275,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.15,2026,10000,9838,0.3015,0.6985,0.6935352713966253,2.302151700030663,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.15,2026,10000,9799,0.9549,0.04510000000000003,0.03286049596897642,13.96299460004957,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.15,2026,10000,9667,0.8459,0.15410000000000001,0.12982310954794662,2.3805812000937294,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.15,2026,10000,9803,0.9692,0.03080000000000005,0.01846373559114557,14.163826900025015,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.15,2026,10000,9799,0.9334,0.06659999999999999,0.04949484641289927,14.021121299971128,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.15,2026,10000,9916,0.7146,0.2854,0.27934651068979427,26.134978600035538,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.15,2026,10000,9706,0.9383,0.06169999999999998,0.04234494127343911,14.077463900015573,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.15,2026,10000,9873,0.977,0.02300000000000002,0.013876228096829738,26.432905600013328,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.15,2026,10000,9667,0.8727,0.12729999999999997,0.10354815351194786,2.628822999933618,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.15,2026,10000,9706,0.9628,0.03720000000000001,0.023284566247681847,14.748231500008842,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,2026,10000,9737,0.8945,0.10550000000000004,0.08667967546472219,2.713566899939906,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,2026,10000,9707,0.9777,0.022299999999999986,0.009065622746471618,14.793058700015536,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.15,2026,10000,9803,0.9638,0.03620000000000001,0.019483831480159135,13.980315099994186,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.15,2026,10000,9873,0.9727,0.02729999999999999,0.0166109591816064,25.927006600031746,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,2026,10000,9707,0.9515,0.04849999999999999,0.0304934583290409,14.044326300048851,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.15,2026,10000,9922,0.9926,0.007399999999999962,0.0034267284821608546,26.322363999919617,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.2,2026,10000,9838,0.1114,0.8886000000000001,0.8867656027647896,2.320030999966548,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.2,2026,10000,9799,0.8717,0.12829999999999997,0.11552199204000409,13.989355199955753,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.2,2026,10000,9667,0.7552,0.24480000000000002,0.22209578980035172,2.415982000049553,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.2,2026,10000,9803,0.8572,0.14280000000000004,0.12975619708252575,14.325976499996614,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.2,2026,10000,9799,0.8875,0.11250000000000004,0.09603020716399632,13.904177599935792,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.2,2026,10000,9916,0.4767,0.5233,0.5192617991125453,25.731913899915526,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.2,2026,10000,9706,0.9201,0.07989999999999997,0.058108386565011334,13.938544699951308,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.2,2026,10000,9873,0.9438,0.05620000000000003,0.04649042844120328,26.039339499999187,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.2,2026,10000,9667,0.7692,0.2308,0.2075100858591083,2.528470799981733,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.2,2026,10000,9706,0.911,0.08899999999999997,0.07160519266433134,14.219763299959595,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,2026,10000,9737,0.9033,0.09670000000000001,0.07836089144500359,2.6029825999139575,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,2026,10000,9707,0.951,0.049000000000000044,0.033790048418666944,14.425922499911394,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.2,2026,10000,9803,0.9502,0.049799999999999955,0.03294909721513822,13.867291699934867,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.2,2026,10000,9873,0.938,0.062000000000000055,0.05114959991897093,25.772954499931075,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,2026,10000,9707,0.9307,0.06930000000000003,0.05047903574739879,13.95303060002334,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.2,2026,10000,9922,0.9939,0.006099999999999994,0.0033259423503325942,26.056682099981117,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.25,2026,10000,9838,0.041,0.959,0.9583248627769871,2.2919183000776684,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.25,2026,10000,9799,0.6957,0.3043,0.2932952342075722,14.01640980009688,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.25,2026,10000,9667,0.5496,0.4504,0.43312299575876695,2.375590500058024,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.25,2026,10000,9803,0.5157,0.48429999999999995,0.47536468428032236,14.080883200018434,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.25,2026,10000,9799,0.8176,0.1824,0.16705786304724973,13.889137399964966,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.25,2026,10000,9916,0.3024,0.6976,0.6950383219039935,25.851885300013237,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.25,2026,10000,9706,0.8671,0.13290000000000002,0.1118895528539048,13.904327499956707,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.25,2026,10000,9873,0.6884,0.3116,0.30426415476552215,26.117908399988664,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.25,2026,10000,9667,0.624,0.376,0.35636702182683355,2.4685836000571726,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.25,2026,10000,9706,0.7706,0.22940000000000005,0.2130640840717082,13.899616100054118,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,2026,10000,9737,0.886,0.11399999999999999,0.09705248023005032,2.546949300012784,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,2026,10000,9707,0.6891,0.31089999999999995,0.2983414031111569,14.186050000076648,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.25,2026,10000,9803,0.9316,0.06840000000000002,0.05131082321738244,14.046634600032121,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.25,2026,10000,9873,0.8147,0.18530000000000002,0.1763395117998582,26.035678099957295,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,2026,10000,9707,0.9293,0.07069999999999999,0.049963943545894715,14.112093200048548,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.25,2026,10000,9922,0.9917,0.008299999999999974,0.004535375932271719,26.395540000041365,cpu
lenet_standard,lenet_standard,standard,standard,FGSM,0.3,2026,10000,9838,0.0131,0.9869,0.9866842854238667,2.291334900073707,cpu
lenet_standard,smallcnn_standard,standard,standard,FGSM,0.3,2026,10000,9799,0.501,0.499,0.4905602612511481,13.763638800024637,cpu
lenet_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.3,2026,10000,9667,0.3291,0.6709,0.6611151339608979,2.367278300007456,cpu
lenet_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.3,2026,10000,9803,0.2496,0.7504,0.7460981332245231,14.151383900010842,cpu
smallcnn_standard,lenet_standard,standard,standard,FGSM,0.3,2026,10000,9799,0.7225,0.27749999999999997,0.2638024288192673,13.728895400025067,cpu
smallcnn_standard,smallcnn_standard,standard,standard,FGSM,0.3,2026,10000,9916,0.2175,0.7825,0.7806575231948366,25.51043940000818,cpu
smallcnn_standard,lenet_fgsm_at,standard,fgsm_at,FGSM,0.3,2026,10000,9706,0.7034,0.2966,0.27992994024314855,13.746526400063885,cpu
smallcnn_standard,smallcnn_fgsm_at,standard,fgsm_at,FGSM,0.3,2026,10000,9873,0.4282,0.5718,0.5672034842499747,25.703760099975625,cpu
lenet_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.3,2026,10000,9667,0.4493,0.5507,0.5361539257266991,2.449110300047323,cpu
lenet_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.3,2026,10000,9706,0.551,0.44899999999999995,0.43622501545435816,13.759350200067274,cpu
lenet_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,2026,10000,9737,0.7841,0.21589999999999998,0.2004724247714902,2.4817426000954583,cpu
lenet_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,2026,10000,9707,0.4051,0.5949,0.5861749253116307,13.916042500088224,cpu
smallcnn_fgsm_at,lenet_standard,fgsm_at,standard,FGSM,0.3,2026,10000,9803,0.9006,0.09940000000000004,0.08242374783229624,13.803741200026707,cpu
smallcnn_fgsm_at,smallcnn_standard,fgsm_at,standard,FGSM,0.3,2026,10000,9873,0.616,0.384,0.37739288969917956,25.616800600051647,cpu
smallcnn_fgsm_at,lenet_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,2026,10000,9707,0.9298,0.07020000000000004,0.04821263006078088,13.888226199982455,cpu
smallcnn_fgsm_at,smallcnn_fgsm_at,fgsm_at,fgsm_at,FGSM,0.3,2026,10000,9922,0.9698,0.030200000000000005,0.024692602297923805,26.04333870006667,cpu
